Tweet,Date
ब्लग : क्वारेन्टनाइन लभ !‍ https://t.co/R66aP4t8ZI,Mar 27 2020 
युद्ध आंतकवाद र प्राकृतिक प्रकोपले क्रिकेट रोकिएको इतिहास नभएको होइन तर अहिले जत्तिको शून्यकै स्थितिमा भने झरेको थिएन । https://t.co/PxyAPraqwA,Mar 27 2020 
दाल–चामल घरघरमै https://t.co/NtJmFnvVdh,Mar 27 2020 
लकडाउन : के गर्दै छन् नेकपाका नेता ?  https://t.co/XFl3McZDsl,Mar 27 2020 
नेपाल आयल निगमले पेट्रोल र डिजेलको भण्डारण क्षमताअनुसार मौज्दात पर्याप्त गरेको जनाएको छ । @raju_c7 https://t.co/BYTovREfCH,Mar 27 2020 
नेपाल आयल निगमले ठाउँअनुसार ७.१ किलो ग्यासको मूल्य तीन थरी तोकेको छ । @raju_c7 https://t.co/NE9Tuf5rvz,Mar 27 2020 
इतिहासमै पहिलो पटक अघिल्लो शुक्रबार र आजको शुक्रबार जुम्मा नमाजमा सर्वसाधरणले सहभागिता जनाउन पाएनन् । https://t.co/dgNsLUuqNJ,Mar 27 2020 
गगन थापाको लकडाउन डायरी @thapagk https://t.co/Zsrcokyjyq,Mar 27 2020 
संक्रमित यात्रु सवार विमानका यात्रीको खोजी गर्न प्रहरीलाई गाह्रो परेको छ जसको मुख्य कारण अधिकांश वैदेशिक रोजगारीबाट फर्केका कामदार हुनु हो @janakrasa https://t.co/7apZ6g7Mb9,Mar 27 2020 
सरकारले कोरोना भाइरस (कोभिड–१९) को सम्भावित संक्रमणबाट बच्न अत्यावश्यक सेवा चुस्तदुरुस्त राख्ने निर्णय गरेकै बेला महानगरमै एम्बुलेन्स थन्‍किएको छ । https://t.co/YjKyzRm1KP,Mar 27 2020 
संस्कृति पर्यटन तथा नागरिक उड्डयनमन्त्री योगेश भट्टराई संयोजकत्वको क्वारेन्टाइन स्थल निर्माण तथा व्यवस्थापन कार्यदलको प्रस्तावअनुसार पालिकाहरूले आइसोलेसन कक्ष धमाधम बनाउन थालेका छन् । https://t.co/Tj35GRYssL,Mar 27 2020 
